RowName,E.4_prevision,A.6_prevision,B.6_prevision,D.4_prevision,C.4_prevision,D.6_prevision,A.8_prevision,A.1_prevision,B.1_prevision,A.2_prevision,D.9_prevision,D.12_prevision,E.9_prevision,C.2_prevision,B.2_prevision,E.2_prevision,A.4_prevision,B.4_prevision,A.9_prevision,D.7_prevision,D.2_prevision,E.7_prevision,E.5_prevision,E.3_prevision,B.5_prevision,D.10_prevision,A.7_prevision,D.5_prevision,C.1_prevision,E.8_prevision,A.3_prevision,D.1_prevision,D.11_prevision,C.3_prevision,E.6_prevision,B.3_prevision,D.3_prevision,A.5_prevision,D.8_prevision,E.1_prevision
Office 365: Managing Identities and Services,0.2,0.0,0.2,0.2,0.0,0.16666666666666666,0.4,0.0,0.0,0.3666666666666667,0.5333333333333333,0.2,0.0,0.2,0.0,0.0,0.16666666666666666,0.16666666666666666,0.5333333333333333,0.2,0.4,0.6666666666666666,0.0,0.2,0.2,0.2,0.0,1.0333333333333332,0.5,0.0,0.0,0.2,0.2,1.0,0.4,0.4,0.6000000000000001,0.6000000000000001,0.7333333333333334,0.4
Programming Mobile Services for Android Handheld Systems: Communication,0.2,0.0,0.2,0.0,0.30952380952380953,0.0,0.4857142857142857,0.0,0.2857142857142857,0.3666666666666667,0.6523809523809524,0.3666666666666667,0.0,0.2,0.9047619047619047,0.3333333333333333,0.5,0.5,0.8666666666666667,0.2,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.3666666666666667,0.16666666666666666,0.0,0.0,0.2,0.2,0.4,0.4,0.6666666666666666,0.2,0.2,1.0666666666666667,0.4
Quantum Mechanics and Quantum Computation,0.2,0.0,0.2,0.2,0.0,0.0,0.4,0.0,0.0,0.4222222222222222,0.811111111111111,0.3666666666666667,0.8888888888888888,0.2,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,2.311111111111111,0.2,0.4,0.0,0.0,0.2,0.2,0.2,0.0,0.3666666666666667,0.16666666666666666,0.0,0.0,0.2,0.2,1.0,0.4,0.4,0.6000000000000001,0.6000000000000001,2.8444444444444446,0.4
Moons,0.2,0.0,0.2,0.2,0.0,0.16666666666666666,0.4,0.0,0.0,0.3666666666666667,0.5333333333333333,0.2,0.0,0.2,0.0,0.3333333333333333,0.16666666666666666,0.5,0.8666666666666667,0.2,0.4,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0333333333333332,0.5,0.0,0.0,0.0,0.2,1.0,0.2,0.4,0.6000000000000001,0.6000000000000001,0.7333333333333334,0.4
Java Basics,0.2,0.0,0.2,0.2,0.30952380952380953,0.0,0.6857142857142857,0.0,0.2857142857142857,0.3666666666666667,0.6523809523809524,0.3666666666666667,0.0,0.2,0.9047619047619047,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.5333333333333333,0.2,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.3666666666666667,0.16666666666666666,0.0,0.0,0.2,0.2,0.6000000000000001,0.4,0.6666666666666666,0.2,0.6000000000000001,1.0666666666666667,0.4
Preparing for CLEP Information Systems and Computer Applications Exam | edX.html,0.65,0.0,0.9,0.2,0.6428571428571428,0.16666666666666666,1.1857142857142857,0.0,0.2857142857142857,0.16666666666666666,0.6190476190476191,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.3333333333333333,0.2,0.4,0.0,0.0,0.2,0.2,0.2,0.0,0.2,0.5333333333333333,0.0,0.0,0.2,0.4,1.0,0.4,0.4,0.6000000000000001,1.8,0.4,0.4
Creative_ Serious and Playful Science of Android Apps,0.2,0.0,0.2,0.2,0.30952380952380953,0.0,0.6857142857142857,0.0,0.2857142857142857,0.3666666666666667,0.6523809523809524,0.3666666666666667,0.0,0.2,0.9047619047619047,0.3333333333333333,0.5,0.5,0.8666666666666667,0.2,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.2,0.2,0.4,0.4,0.6666666666666666,0.0,0.4,0.8666666666666667,0.4
Beyond Illustrator & Photoshop: Start Learning How to Code,0.2,0.0,0.2,0.2,0.30952380952380953,0.0,0.6857142857142857,0.0,0.2857142857142857,0.3666666666666667,0.6523809523809524,0.3666666666666667,0.0,0.2,0.9047619047619047,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.5333333333333333,0.2,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.3666666666666667,0.16666666666666666,0.0,0.0,0.2,0.2,0.6000000000000001,0.4,0.6666666666666666,0.2,0.6000000000000001,1.0666666666666667,0.4
M&A Professional Certificate | edX.html,0.4,0.0,0.4,0.2,0.0,0.16666666666666666,0.4,0.0,0.0,0.5888888888888889,0.9777777777777776,0.2,0.8888888888888888,0.2,0.0,0.0,0.16666666666666666,0.16666666666666666,2.311111111111111,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.3666666666666667,0.7,0.0,0.0,0.0,0.4,1.0,0.2,0.4,0.6000000000000001,0.8,2.511111111111111,0.4
Powerful Tools for Teaching and Learning: Web 2.0 Tools,0.7,0.0,0.95,0.2,0.6428571428571428,0.0,1.1857142857142857,0.0,0.2857142857142857,0.2,0.4857142857142857,0.2,0.0,0.2,0.5714285714285714,0.0,0.16666666666666666,0.16666666666666666,0.2,0.2,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.3666666666666667,0.16666666666666666,0.25,0.0,0.2,0.2,0.6000000000000001,0.4,0.25,0.2,1.5999999999999999,0.7333333333333334,0.4
Information Security and Risk Management in Context,0.45,0.0,0.7,0.0,0.5,0.16666666666666666,0.7,0.0,0.0,0.38888888888888884,0.9444444444444443,0.16666666666666666,0.8888888888888888,0.0,0.0,0.3333333333333333,0.5,0.5,2.777777777777778,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.3666666666666667,0.5,0.0,0.0,0.0,0.2,0.8,0.2,0.4,0.6000000000000001,1.2,2.8444444444444446,0.4
Fundamentals of Digital Image and Video Processing,0.0,0.0,0.0,0.2,0.30952380952380953,0.0,0.6857142857142857,0.0,0.2857142857142857,0.3666666666666667,0.6523809523809524,0.3666666666666667,0.0,0.2,0.9047619047619047,0.3333333333333333,0.5,0.5,0.8666666666666667,0.2,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.3666666666666667,0.16666666666666666,0.0,0.0,0.2,0.0,0.6000000000000001,0.2,0.6666666666666666,0.2,0.6000000000000001,1.0666666666666667,0.2
Android Apps Reskinning for Fun and Profit,0.2,0.0,0.2,0.2,0.0,0.16666666666666666,0.4,0.0,0.0,0.3666666666666667,0.2,0.3666666666666667,0.16666666666666666,0.3666666666666667,0.0,0.3333333333333333,0.16666666666666666,0.5,0.5333333333333333,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3666666666666667,0.16666666666666666,0.0,0.16666666666666666,0.0,0.2,0.6000000000000001,0.2,0.0,0.2,0.6000000000000001,0.7333333333333334,0.4
M101JS: MongoDB for Node.js Developers,0.65,0.0,0.9,0.2,0.5,0.16666666666666666,0.9,0.0,0.0,0.5888888888888889,0.9777777777777777,0.2,0.8888888888888888,0.2,0.0,0.0,0.16666666666666666,0.16666666666666666,2.311111111111111,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3666666666666667,0.7,0.0,0.0,0.0,0.4,0.6000000000000001,0.2,0.0,0.2,1.8,2.511111111111111,0.4
Mobile Robotics (ROBO),0.25,0.0,0.5,0.2,0.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.4,0.0,0.0
Mac OS X Yosemite Essential Training,0.2,0.0,0.2,0.2,0.0,0.16666666666666666,0.4,0.0,0.0,0.3666666666666667,0.2,0.3666666666666667,0.16666666666666666,0.3666666666666667,0.0,0.3333333333333333,0.16666666666666666,0.5,0.5333333333333333,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3666666666666667,0.16666666666666666,0.0,0.16666666666666666,0.0,0.2,0.6000000000000001,0.2,0.0,0.2,0.6000000000000001,0.7333333333333334,0.4
Mudbox/3DS MAX Character Modeling,0.2,0.0,0.2,0.2,0.0,0.16666666666666666,0.4,0.0,0.0,0.3666666666666667,0.2,0.3666666666666667,0.16666666666666666,0.3666666666666667,0.0,0.3333333333333333,0.16666666666666666,0.5,0.5333333333333333,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3666666666666667,0.16666666666666666,0.0,0.16666666666666666,0.0,0.2,0.6000000000000001,0.2,0.0,0.2,0.6000000000000001,0.7333333333333334,0.4
Intermediate Algebra,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.38888888888888884,0.7777777777777777,0.0,0.8888888888888888,0.0,0.0,0.3333333333333333,0.16666666666666666,0.5,2.4444444444444446,0.0,0.4,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0333333333333332,0.5,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.4,0.6000000000000001,0.2,2.311111111111111,0.0
Developing International Software,0.9,0.0,1.15,0.2,0.6428571428571428,0.16666666666666666,0.9857142857142858,0.0,0.2857142857142857,0.16666666666666666,0.6190476190476191,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.2,0.2,0.2,0.0,0.8666666666666667,0.5333333333333333,0.25,0.0,0.2,0.4,0.4,0.4,0.25,0.2,1.8,0.2,0.2
Introduction to Statistics for the Social Sciences,0.45,0.0,0.7,0.2,0.5,0.0,0.9,0.0,0.0,0.4222222222222222,0.6444444444444444,0.2,0.8888888888888888,0.2,0.0,0.3333333333333333,0.16666666666666666,0.5,2.311111111111111,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.3666666666666667,0.16666666666666666,0.0,0.0,0.0,0.2,1.0,0.2,0.4,0.6000000000000001,1.6,2.511111111111111,0.4
The Beauty and Joy of Computing (CS Principles)_ Part 2,0.2,0.0,0.2,0.2,0.30952380952380953,0.0,0.6857142857142857,0.0,0.2857142857142857,0.3666666666666667,0.6523809523809524,0.3666666666666667,0.0,0.2,0.9047619047619047,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.5333333333333333,0.2,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.3666666666666667,0.16666666666666666,0.0,0.0,0.2,0.2,0.6000000000000001,0.4,0.6666666666666666,0.2,0.6000000000000001,1.0666666666666667,0.4
Digital Transformation and Its Impact,0.8999999999999999,0.0,1.15,0.2,0.6428571428571428,0.16666666666666666,0.9857142857142857,0.0,0.2857142857142857,0.16666666666666666,0.6190476190476191,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.2,0.2,0.2,0.0,0.8666666666666667,0.5333333333333333,0.25,0.0,0.2,0.4,0.4,0.4,0.25,0.2,1.7999999999999998,0.2,0.2
The Beauty and Joy of Computing (CS Principles)_ Part 1,0.2,0.0,0.2,0.2,0.0,0.0,0.4,0.0,0.0,0.2,0.3666666666666667,0.3666666666666667,0.0,0.2,0.0,0.3333333333333333,0.5,0.5,0.8666666666666667,0.2,0.4,0.0,0.0,0.2,0.2,0.2,0.0,0.3666666666666667,0.16666666666666666,0.0,0.0,0.2,0.2,1.0,0.4,0.4,0.6000000000000001,0.6000000000000001,1.0666666666666667,0.4
SEO for StartUp Business,0.9,0.2,1.15,0.2,0.5,0.16666666666666666,0.7,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5333333333333333,0.0,0.0,0.6666666666666666,0.0,0.2,0.2,0.2,0.2,1.0666666666666667,0.5333333333333333,0.25,0.0,0.2,0.4,0.4,0.4,0.25,0.2,1.8,0.2,0.2
The Beauty and Joy of Computing (CS Principles)_ Part 4,0.2,0.0,0.2,0.2,0.30952380952380953,0.0,0.6857142857142857,0.0,0.2857142857142857,0.3666666666666667,0.6523809523809524,0.3666666666666667,0.0,0.2,0.9047619047619047,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.5333333333333333,0.2,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.3666666666666667,0.16666666666666666,0.0,0.0,0.2,0.2,0.6000000000000001,0.4,0.6666666666666666,0.2,0.6000000000000001,1.0666666666666667,0.4
The Beauty and Joy of Computing (CS Principles)_ Part 3,0.2,0.0,0.2,0.2,0.30952380952380953,0.0,0.6857142857142857,0.0,0.2857142857142857,0.3666666666666667,0.6523809523809524,0.3666666666666667,0.0,0.2,0.9047619047619047,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.5333333333333333,0.2,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.3666666666666667,0.16666666666666666,0.0,0.0,0.2,0.2,0.6000000000000001,0.4,0.6666666666666666,0.2,0.6000000000000001,1.0666666666666667,0.4
Create Better After Effects Motion Graphics: Advanced Shapes,0.45,0.0,0.7,0.2,0.5,0.16666666666666666,0.9,0.0,0.0,0.3666666666666667,0.2,0.3666666666666667,0.16666666666666666,0.3666666666666667,0.0,0.3333333333333333,0.16666666666666666,0.5,0.5333333333333333,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3666666666666667,0.16666666666666666,0.0,0.16666666666666666,0.0,0.2,0.6000000000000001,0.2,0.0,0.2,1.6,0.7333333333333334,0.4
Career Edge: The Path to Career Success | edX.html,0.9,0.0,1.15,0.2,0.6428571428571428,0.16666666666666666,0.9857142857142857,0.0,0.2857142857142857,0.16666666666666666,0.6190476190476191,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.2,0.2,0.2,0.0,0.8666666666666667,0.5333333333333333,0.25,0.0,0.2,0.4,0.4,0.4,0.25,0.2,1.8,0.2,0.2
Hardware Security,0.2,0.0,0.2,0.0,0.0,0.16666666666666666,0.2,0.0,0.0,0.5888888888888888,1.1444444444444444,0.3666666666666667,0.8888888888888888,0.2,0.0,0.3333333333333333,0.5,0.5,2.977777777777778,0.2,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.3666666666666667,0.5,0.0,0.0,0.2,0.2,0.4,0.4,0.0,0.2,0.2,2.844444444444444,0.4
Surviving Disruptive Technologies,0.8999999999999999,0.0,1.15,0.2,0.6428571428571428,0.16666666666666666,0.9857142857142857,0.0,0.2857142857142857,0.16666666666666666,0.6190476190476191,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.2,0.2,0.2,0.0,0.8666666666666667,0.5333333333333333,0.25,0.0,0.2,0.4,0.4,0.4,0.25,0.2,1.7999999999999998,0.2,0.2
College Algebra with Daniel Gryboski,0.2,0.0,0.2,0.2,0.0,0.16666666666666666,0.4,0.0,0.0,0.5888888888888889,0.6444444444444444,0.3666666666666667,1.0555555555555556,0.3666666666666667,0.0,0.3333333333333333,0.16666666666666666,0.5,2.311111111111111,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.3666666666666667,0.16666666666666666,0.0,0.16666666666666666,0.0,0.2,1.0,0.2,0.4,0.6000000000000001,0.6000000000000001,2.511111111111111,0.4
Engineering Life: Synbio_ Bioethics & Public Policy,0.45,0.0,0.7,0.2,0.6428571428571428,0.0,1.1857142857142857,0.0,0.2857142857142857,0.2,0.4857142857142857,0.2,0.0,0.2,0.5714285714285714,0.0,0.5,0.5,0.5333333333333333,0.2,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.3666666666666667,0.16666666666666666,0.0,0.0,0.2,0.2,0.6000000000000001,0.4,0.0,0.2,1.5999999999999999,0.7333333333333334,0.4
CLEP Information Systems and Computer Applications_ Part 2: Hardware,0.65,0.0,0.9,0.2,0.6428571428571428,0.16666666666666666,1.1857142857142857,0.0,0.2857142857142857,0.16666666666666666,0.6190476190476191,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.3333333333333333,0.2,0.4,0.0,0.0,0.2,0.2,0.2,0.0,0.2,0.5333333333333333,0.0,0.0,0.2,0.4,1.0,0.4,0.4,0.6000000000000001,1.8,0.4,0.4
Building an Information Risk Management Toolkit,0.4,0.0,0.4,0.0,0.0,0.16666666666666666,0.2,0.0,0.0,0.38888888888888884,0.7777777777777777,0.0,0.8888888888888888,0.0,0.0,0.0,0.5,0.5,2.4444444444444446,0.2,0.4,0.0,0.0,0.2,0.2,0.2,0.0,0.3666666666666667,0.7,0.0,0.0,0.2,0.4,0.8,0.4,0.4,0.6000000000000001,0.4,2.511111111111111,0.4
Audio Signal Processing for Music Applications,0.0,0.0,0.0,0.2,0.30952380952380953,0.0,0.6857142857142857,0.0,0.2857142857142857,0.5888888888888889,1.096825396825397,0.3666666666666667,0.8888888888888888,0.2,0.9047619047619047,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.6444444444444444,0.2,0.4,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.8,0.2,1.0666666666666667,0.4,0.4,2.3111111111111113,0.2
AJAX Basics,0.25,0.0,0.5,0.2,0.6428571428571428,0.16666666666666666,1.1857142857142855,0.0,0.2857142857142857,0.16666666666666666,0.2857142857142857,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5714285714285714,0.0,0.16666666666666666,0.16666666666666666,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.4,0.0,0.0,0.0,1.4,0.5333333333333333,0.2
Unified Modeling Language,0.65,0.0,0.9,0.2,0.5,0.16666666666666666,0.8999999999999999,0.0,0.0,0.3666666666666667,0.5333333333333333,0.2,0.0,0.2,0.0,0.0,0.5,0.5,0.8666666666666667,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.7,0.0,0.0,0.0,0.4,0.8,0.2,0.4,0.4,1.6,0.5333333333333333,0.4
HTML5 Part 1: HTML5 Coding Essentials and Best Practices,0.45,0.0,0.7,0.2,0.6428571428571428,0.0,1.1857142857142857,0.0,0.2857142857142857,0.2,0.4857142857142857,0.2,0.0,0.2,0.5714285714285714,0.0,0.5,0.5,0.5333333333333333,0.2,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.3666666666666667,0.16666666666666666,0.0,0.0,0.2,0.2,0.6000000000000001,0.4,0.0,0.2,1.5999999999999999,0.7333333333333334,0.4
Natural Language Processing,0.2,0.0,0.2,0.2,0.0,0.0,0.4,0.0,0.0,0.4222222222222222,0.6444444444444444,0.2,0.8888888888888888,0.2,0.0,0.0,0.5,0.5,2.311111111111111,0.2,0.4,0.0,0.0,0.2,0.2,0.2,0.0,0.3666666666666667,0.16666666666666666,0.0,0.0,0.2,0.2,1.0,0.4,0.4,0.6000000000000001,0.6000000000000001,2.5111111111111115,0.4
Organic Electronic Devices,0.65,0.0,0.8999999999999999,0.2,0.6428571428571428,0.0,1.1857142857142857,0.0,0.2857142857142857,0.2222222222222222,0.7301587301587301,0.0,0.8888888888888888,0.0,0.5714285714285714,0.0,0.5,0.5,2.111111111111111,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.3666666666666667,0.0,0.0,0.0,0.4,0.8,0.2,0.4,0.4,1.5999999999999999,2.311111111111111,0.4
The Civil War and Reconstruction | edX.html,0.0,0.0,0.0,0.2,0.30952380952380953,0.16666666666666666,0.6857142857142857,0.0,0.2857142857142857,0.5333333333333333,0.6523809523809524,0.5333333333333333,0.16666666666666666,0.3666666666666667,0.9047619047619047,0.3333333333333333,0.5,0.5,0.8666666666666667,0.2,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.2,0.0,0.4,0.2,0.6666666666666666,0.0,0.4,0.8666666666666667,0.2
Think. Create. Code,0.45,0.0,0.7,0.2,0.6428571428571428,0.0,1.1857142857142857,0.0,0.2857142857142857,0.2,0.6523809523809524,0.3666666666666667,0.0,0.2,0.5714285714285714,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.5333333333333333,0.2,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.3666666666666667,0.16666666666666666,0.0,0.0,0.2,0.2,0.6000000000000001,0.4,0.0,0.2,1.6,1.0666666666666667,0.4
Documentary Editing with Final Cut Pro X v10.1.x,0.2,0.0,0.2,0.2,0.30952380952380953,0.0,0.6857142857142857,0.0,0.2857142857142857,0.3666666666666667,0.6523809523809524,0.3666666666666667,0.0,0.2,0.9047619047619047,0.3333333333333333,0.5,0.5,0.8666666666666667,0.2,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.2,0.2,0.4,0.4,0.6666666666666666,0.0,0.4,0.8666666666666667,0.4
Analysis of Algorithms,0.4,0.0,0.4,0.2,0.0,0.0,0.4,0.0,0.0,0.4222222222222222,0.6444444444444444,0.2,0.8888888888888888,0.2,0.0,0.0,0.5,0.5,2.311111111111111,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.3666666666666667,0.3666666666666667,0.0,0.0,0.0,0.4,1.0,0.2,0.4,0.6000000000000001,0.8,2.511111111111111,0.4
Geospatial Intelligence & the Geospatial Revolution,0.8999999999999999,0.2,1.15,0.2,0.6428571428571428,0.16666666666666666,0.9857142857142857,0.0,0.2857142857142857,0.16666666666666666,0.6190476190476191,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.2,0.5333333333333333,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.4,0.5333333333333333,0.25,0.0,0.2,0.4,0.4,0.4,0.25,0.2,1.7999999999999998,0.2,0.2
Data Science and Machine Learning Essentials,0.65,0.0,0.9,0.2,0.5,0.0,0.9,0.0,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0,0.5,0.5,0.5333333333333333,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.3666666666666667,0.3666666666666667,0.0,0.0,0.0,0.4,1.0,0.2,0.4,0.6000000000000001,1.8,0.7333333333333334,0.4
Data Science and Analytics in Context | edX.html,0.25,0.0,0.5,0.2,0.5,0.0,0.8999999999999999,0.0,0.0,0.4222222222222222,0.6444444444444444,0.2,0.8888888888888888,0.2,0.0,0.0,0.5,0.5,2.311111111111111,0.2,0.4,0.0,0.0,0.2,0.2,0.2,0.0,0.3666666666666667,0.16666666666666666,0.0,0.0,0.2,0.0,1.0,0.2,0.4,0.6000000000000001,1.5999999999999999,2.5111111111111115,0.2
Startup PR: Getting Press on a Tight Budget,0.2,0.0,0.2,0.2,0.0,0.16666666666666666,0.4,0.0,0.0,0.3666666666666667,0.2,0.3666666666666667,0.16666666666666666,0.3666666666666667,0.0,0.3333333333333333,0.16666666666666666,0.5,0.5333333333333333,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3666666666666667,0.16666666666666666,0.0,0.16666666666666666,0.0,0.2,0.6000000000000001,0.2,0.0,0.2,0.6000000000000001,0.7333333333333334,0.4
Fundamentals of Electrical Engineering Laboratory,0.2,0.0,0.2,0.2,0.30952380952380953,0.0,0.6857142857142857,0.0,0.2857142857142857,0.3666666666666667,0.6523809523809524,0.3666666666666667,0.0,0.2,0.9047619047619047,0.3333333333333333,0.5,0.5,0.8666666666666667,0.2,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.2,0.2,0.4,0.4,0.6666666666666666,0.0,0.4,0.8666666666666667,0.4
Statistics One,0.0,0.0,0.0,0.0,0.30952380952380953,0.0,0.2857142857142857,0.0,0.2857142857142857,0.5888888888888889,1.0968253968253967,0.3666666666666667,0.8888888888888888,0.2,0.9047619047619047,0.3333333333333333,0.5,0.5,2.6444444444444444,0.0,0.4,0.0,0.0,0.2,0.2,0.2,0.0,0.3666666666666667,0.16666666666666666,0.0,0.0,0.2,0.0,0.6000000000000001,0.2,1.0666666666666667,0.6000000000000001,0.2,2.644444444444445,0.0
Exploring Space Weather and 5E Instructional Model with NASA MMS Team,0.45,0.0,0.7,0.2,0.6428571428571428,0.0,1.1857142857142857,0.0,0.2857142857142857,0.2,0.4857142857142857,0.2,0.0,0.2,0.5714285714285714,0.0,0.5,0.5,0.5333333333333333,0.2,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.3666666666666667,0.16666666666666666,0.0,0.0,0.2,0.2,0.6000000000000001,0.4,0.0,0.2,1.6,0.7333333333333334,0.4
Programming Languages,0.2,0.0,0.2,0.2,0.30952380952380953,0.0,0.6857142857142857,0.0,0.2857142857142857,0.3666666666666667,0.6523809523809524,0.3666666666666667,0.0,0.2,0.9047619047619047,0.3333333333333333,0.5,0.5,0.8666666666666667,0.2,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.2,0.2,0.4,0.4,0.6666666666666666,0.0,0.4,0.8666666666666667,0.4
Greatest Unsolved Mysteries of the Universe,0.2,0.0,0.2,0.2,0.30952380952380953,0.0,0.6857142857142857,0.0,0.2857142857142857,0.3666666666666667,0.6523809523809524,0.3666666666666667,0.0,0.2,0.9047619047619047,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.5333333333333333,0.2,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.3666666666666667,0.16666666666666666,0.0,0.0,0.2,0.2,0.6000000000000001,0.4,0.6666666666666666,0.2,0.6000000000000001,1.0666666666666667,0.4
Robotic Vision,0.2,0.0,0.2,0.2,0.0,0.16666666666666666,0.4,0.0,0.0,0.5888888888888889,0.6444444444444444,0.3666666666666667,1.0555555555555556,0.3666666666666667,0.0,0.0,0.16666666666666666,0.16666666666666666,1.9777777777777776,0.2,0.4,0.0,0.0,0.2,0.2,0.2,0.0,0.3666666666666667,0.16666666666666666,0.0,0.16666666666666666,0.2,0.2,1.0,0.4,0.4,0.6000000000000001,0.6000000000000001,2.511111111111111,0.4
Language_ Proof and Logic,0.25,0.0,0.5,0.2,0.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.4,0.0,0.0
Beginning Algebra: Building a Foundation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.4444444444444444,0.0,0.8888888888888888,0.0,0.0,0.3333333333333333,0.16666666666666666,0.5,2.111111111111111,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.3666666666666667,0.16666666666666666,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.4,0.6000000000000001,0.2,2.311111111111111,0.0
Statistics: Making Sense of Data,0.9,0.0,1.15,0.2,0.6428571428571428,0.16666666666666666,0.9857142857142858,0.0,0.2857142857142857,0.16666666666666666,0.6190476190476191,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.2,0.2,0.2,0.0,0.8666666666666667,0.5333333333333333,0.25,0.0,0.2,0.4,0.4,0.4,0.25,0.2,1.8,0.2,0.2
